,NoOfCpus,Memory,IoRateLimits(mb/sec),FileSize,IoSize,NoOfThreads,ThreadMemory,ResponseTime(msec/op)
545,1,8,194,10485760,95,14,9437184,6.76
546,1,8,194,10485760,95,39,204800,17.340999999999998
547,1,8,194,10485760,95,39,9437184,18.97
548,1,8,194,10485760,95,64,204800,28.051
549,1,8,194,10485760,95,64,9437184,26.701999999999998
550,1,8,194,10485760,95,88,204800,37.378
551,1,8,194,10485760,95,88,9437184,38.84
552,1,8,194,10485760,132,14,204800,8.958
553,1,8,194,10485760,132,14,9437184,9.231
554,1,8,194,10485760,132,39,204800,23.944000000000003
555,1,8,194,10485760,132,39,9437184,25.331999999999997
556,1,8,194,10485760,132,64,204800,38.722
557,1,8,194,10485760,132,64,9437184,35.268
558,1,8,194,10485760,132,88,204800,51.54600000000001
559,1,8,194,10485760,132,88,9437184,51.54
560,1,8,194,1073741824,20,14,204800,2.151
561,1,8,194,1073741824,20,14,9437184,2.1959999999999997
562,1,8,194,1073741824,20,39,204800,5.9510000000000005
563,1,8,194,1073741824,20,39,9437184,6.169
564,1,8,194,1073741824,20,64,204800,9.951
565,1,8,194,1073741824,20,64,9437184,10.48
566,1,8,194,1073741824,20,88,204800,13.902999999999999
567,1,8,194,1073741824,20,88,9437184,14.283
568,1,8,194,1073741824,58,14,204800,6.547999999999999
569,1,8,194,1073741824,58,14,9437184,6.12
570,1,8,194,1073741824,58,39,204800,17.585
571,1,8,194,1073741824,58,39,9437184,16.840999999999998
572,1,8,194,1073741824,58,64,204800,25.893
573,1,8,194,1073741824,58,64,9437184,26.433000000000003
574,1,8,194,1073741824,58,88,204800,34.534
575,1,8,194,1073741824,58,88,9437184,35.424
576,1,8,194,1073741824,95,14,204800,9.735
577,1,8,194,1073741824,95,14,9437184,10.192
578,1,8,194,1073741824,95,39,204800,25.914
579,1,8,194,1073741824,95,39,9437184,27.151999999999997
580,1,8,194,1073741824,95,64,204800,46.152
581,1,8,194,1073741824,95,64,9437184,41.81399999999999
582,1,8,194,1073741824,95,88,204800,52.312
583,1,8,194,1073741824,95,88,9437184,52.731
584,1,8,194,1073741824,132,14,204800,13.202
585,1,8,194,1073741824,132,14,9437184,13.706
586,1,8,194,1073741824,132,39,204800,35.676
587,1,8,194,1073741824,132,39,9437184,34.229
588,1,8,194,1073741824,132,64,204800,53.974
589,1,8,194,1073741824,132,64,9437184,52.727
590,1,8,194,1073741824,132,88,204800,69.204
591,1,8,194,1073741824,132,88,9437184,85.694
592,1,8,317,10485760,20,14,204800,1.511
593,1,8,317,10485760,20,14,9437184,1.444
594,1,8,317,10485760,20,39,204800,3.995
595,1,8,317,10485760,20,39,9437184,4.02
596,1,8,317,10485760,20,64,204800,6.433
597,1,8,317,10485760,20,64,9437184,6.446000000000001
598,1,8,317,10485760,20,88,204800,8.883
599,1,8,317,10485760,20,88,9437184,8.999
600,1,8,317,10485760,58,14,204800,3.609
601,1,8,317,10485760,58,14,9437184,3.5460000000000003
602,1,8,317,10485760,58,39,204800,9.716000000000001
603,1,8,317,10485760,58,39,9437184,9.737
604,1,8,317,10485760,58,64,204800,15.318
605,1,8,317,10485760,58,64,9437184,15.404000000000002
606,1,8,317,10485760,58,88,204800,21.581
607,1,8,317,10485760,58,88,9437184,21.072
608,1,8,317,10485760,95,14,204800,5.392
609,1,8,317,10485760,95,14,9437184,5.35
610,1,8,317,10485760,95,39,204800,14.542
611,1,8,317,10485760,95,39,9437184,14.321
612,1,8,317,10485760,95,64,204800,22.566999999999997
613,1,8,317,10485760,95,64,9437184,23.315
614,1,8,317,10485760,95,88,204800,30.684
615,1,8,317,10485760,95,88,9437184,30.644000000000002
616,1,8,317,10485760,132,14,204800,7.529
617,1,8,317,10485760,132,14,9437184,7.4510000000000005
618,1,8,317,10485760,132,39,204800,20.121
619,1,8,317,10485760,132,39,9437184,19.422
620,1,8,317,10485760,132,64,204800,32.034
621,1,8,317,10485760,132,64,9437184,32.519
622,1,8,317,10485760,132,88,204800,39.352
623,1,8,317,10485760,132,88,9437184,40.461999999999996
624,1,8,317,1073741824,20,14,204800,2.197
625,1,8,317,1073741824,20,14,9437184,2.092
626,1,8,317,1073741824,20,39,204800,6.0920000000000005
627,1,8,317,1073741824,20,39,9437184,6.063
628,1,8,317,1073741824,20,64,204800,9.417
629,1,8,317,1073741824,20,64,9437184,9.766
630,1,8,317,1073741824,20,88,204800,13.800999999999998
631,1,8,317,1073741824,20,88,9437184,12.998
632,1,8,317,1073741824,58,14,204800,5.859
633,1,8,317,1073741824,58,14,9437184,6.367999999999999
634,1,8,317,1073741824,58,39,204800,14.91
635,1,8,317,1073741824,58,39,9437184,15.415
636,1,8,317,1073741824,58,64,204800,25.493000000000002
637,1,8,317,1073741824,58,64,9437184,25.921999999999997
638,1,8,317,1073741824,58,88,204800,36.316
639,1,8,317,1073741824,58,88,9437184,34.381
640,1,8,317,1073741824,95,14,204800,9.298
641,1,8,317,1073741824,95,14,9437184,9.517999999999999
642,1,8,317,1073741824,95,39,204800,26.230999999999998
643,1,8,317,1073741824,95,39,9437184,26.96
644,1,8,317,1073741824,95,64,204800,39.55
645,1,8,317,1073741824,95,64,9437184,39.46
646,1,8,317,1073741824,95,88,204800,52.082
647,1,8,317,1073741824,95,88,9437184,52.24
648,1,8,317,1073741824,132,14,204800,12.581
649,1,8,317,1073741824,132,14,9437184,12.005999999999998
650,1,8,317,1073741824,132,39,204800,33.805
651,1,8,317,1073741824,132,39,9437184,33.246
652,1,8,317,1073741824,132,64,204800,63.316
653,1,8,317,1073741824,132,64,9437184,50.091
654,1,8,317,1073741824,132,88,204800,68.391
655,1,8,317,1073741824,132,88,9437184,70.53
656,1,8,439,10485760,20,14,204800,1.5619999999999998
657,1,8,439,10485760,20,14,9437184,1.439
658,1,8,439,10485760,20,39,204800,4.019
659,1,8,439,10485760,20,39,9437184,4.022
660,1,8,439,10485760,20,64,204800,6.563
661,1,8,439,10485760,20,64,9437184,6.443
662,1,8,439,10485760,20,88,204800,9.077
663,1,8,439,10485760,20,88,9437184,9.094
664,1,8,439,10485760,58,14,204800,3.5869999999999997
665,1,8,439,10485760,58,14,9437184,3.6630000000000003
666,1,8,439,10485760,58,39,204800,9.982000000000001
667,1,8,439,10485760,58,39,9437184,9.767999999999999
668,1,8,439,10485760,58,64,204800,15.633
669,1,8,439,10485760,58,64,9437184,15.475999999999999
670,1,8,439,10485760,58,88,204800,20.525
671,1,8,439,10485760,58,88,9437184,21.264
672,1,8,439,10485760,95,14,204800,5.45
673,1,8,439,10485760,95,14,9437184,5.392
674,1,8,439,10485760,95,39,204800,14.657
675,1,8,439,10485760,95,39,9437184,14.632
676,1,8,439,10485760,95,64,204800,22.404
677,1,8,439,10485760,95,64,9437184,23.159000000000002
678,1,8,439,10485760,95,88,204800,30.215
679,1,8,439,10485760,95,88,9437184,31.05
680,1,8,439,10485760,132,14,204800,7.5089999999999995
681,1,8,439,10485760,132,14,9437184,7.898
682,1,8,439,10485760,132,39,204800,19.211
683,1,8,439,10485760,132,39,9437184,20.108
684,1,8,439,10485760,132,64,204800,30.709
685,1,8,439,10485760,132,64,9437184,31.538
686,1,8,439,10485760,132,88,204800,39.007
687,1,8,439,10485760,132,88,9437184,41.744
688,1,8,439,1073741824,20,14,204800,2.241
689,1,8,439,1073741824,20,14,9437184,2.096
690,1,8,439,1073741824,20,39,204800,5.747000000000001
691,1,8,439,1073741824,20,39,9437184,5.971
692,1,8,439,1073741824,20,64,204800,9.537
693,1,8,439,1073741824,20,64,9437184,10.870999999999999
694,1,8,439,1073741824,20,88,204800,13.749
695,1,8,439,1073741824,20,88,9437184,13.633
696,1,8,439,1073741824,58,14,204800,5.9079999999999995
697,1,8,439,1073741824,58,14,9437184,5.983
698,1,8,439,1073741824,58,39,204800,23.555999999999997
699,1,8,439,1073741824,58,39,9437184,15.53
700,1,8,439,1073741824,58,64,204800,23.863000000000003
701,1,8,439,1073741824,58,64,9437184,24.109
702,1,8,439,1073741824,58,88,204800,32.205
703,1,8,439,1073741824,58,88,9437184,32.935
704,1,8,439,1073741824,95,14,204800,8.895
705,1,8,439,1073741824,95,14,9437184,8.939
706,1,8,439,1073741824,95,39,204800,24.605
707,1,8,439,1073741824,95,39,9437184,25.011999999999997
708,1,8,439,1073741824,95,64,204800,38.246
709,1,8,439,1073741824,95,64,9437184,43.187
710,1,8,439,1073741824,95,88,204800,50.159
711,1,8,439,1073741824,95,88,9437184,51.516999999999996
712,1,8,439,1073741824,132,14,204800,11.712
713,1,8,439,1073741824,132,14,9437184,11.673
714,1,8,439,1073741824,132,39,204800,31.511999999999997
715,1,8,439,1073741824,132,39,9437184,32.788000000000004
716,1,8,439,1073741824,132,64,204800,47.762
717,1,8,439,1073741824,132,64,9437184,51.824
718,1,8,439,1073741824,132,88,204800,80.89
719,1,8,439,1073741824,132,88,9437184,72.548
720,1,8,72,10485760,20,14,204800,4.015
721,1,8,72,10485760,20,14,9437184,3.872
722,1,8,72,10485760,20,39,204800,10.584000000000001
723,1,8,72,10485760,20,39,9437184,10.775
724,1,8,72,10485760,20,64,204800,17.362000000000002
725,1,8,72,10485760,20,64,9437184,17.599
726,1,8,72,10485760,20,88,204800,23.874000000000002
727,1,8,72,10485760,20,88,9437184,23.83
728,1,8,72,10485760,58,14,204800,10.883
729,1,8,72,10485760,58,14,9437184,10.979000000000001
730,1,8,72,10485760,58,39,204800,26.855
731,1,8,72,10485760,58,39,9437184,29.271
732,1,8,72,10485760,58,64,204800,44.567
733,1,8,72,10485760,58,64,9437184,46.151
734,1,8,72,10485760,58,88,204800,61.083999999999996
735,1,8,72,10485760,58,88,9437184,56.011
736,1,8,72,10485760,95,14,204800,17.191
737,1,8,72,10485760,95,14,9437184,16.953
738,1,8,72,10485760,95,39,204800,41.516999999999996
739,1,8,72,10485760,95,39,9437184,45.363
740,1,8,72,10485760,95,64,204800,71.295
741,1,8,72,10485760,95,64,9437184,62.74
742,1,8,72,10485760,95,88,204800,84.821
743,1,8,72,10485760,95,88,9437184,98.272
744,1,8,72,10485760,132,14,204800,24.005
745,1,8,72,10485760,132,14,9437184,24.15
746,1,8,72,10485760,132,39,204800,66.039
747,1,8,72,10485760,132,39,9437184,62.83
748,1,8,72,10485760,132,64,204800,100.699
749,1,8,72,10485760,132,64,9437184,94.301
750,1,8,72,10485760,132,88,204800,122.815
751,1,8,72,10485760,132,88,9437184,139.225
752,1,8,72,1073741824,20,14,204800,4.476
753,1,8,72,1073741824,20,14,9437184,4.282
754,1,8,72,1073741824,20,39,204800,12.642999999999999
755,1,8,72,1073741824,20,39,9437184,12.349
756,1,8,72,1073741824,20,64,204800,20.558000000000003
757,1,8,72,1073741824,20,64,9437184,20.244
758,1,8,72,1073741824,20,88,204800,27.965
759,1,8,72,1073741824,20,88,9437184,26.86
760,1,8,72,1073741824,58,14,204800,12.899000000000001
761,1,8,72,1073741824,58,14,9437184,12.424000000000001
762,1,8,72,1073741824,58,39,204800,32.214
763,1,8,72,1073741824,58,39,9437184,32.694
764,1,8,72,1073741824,58,64,204800,49.383
765,1,8,72,1073741824,58,64,9437184,50.051
766,1,8,72,1073741824,58,88,204800,55.805
767,1,8,72,1073741824,58,88,9437184,67.982
768,1,8,72,1073741824,95,14,204800,19.444000000000003
769,1,8,72,1073741824,95,14,9437184,19.8
770,1,8,72,1073741824,95,39,204800,49.455
771,1,8,72,1073741824,95,39,9437184,53.821000000000005
772,1,8,72,1073741824,95,64,204800,77.399
773,1,8,72,1073741824,95,64,9437184,83.82600000000001
774,1,8,72,1073741824,95,88,204800,102.5
775,1,8,72,1073741824,95,88,9437184,97.177
776,1,8,72,1073741824,132,14,204800,28.296999999999997
777,1,8,72,1073741824,132,14,9437184,27.243000000000002
778,1,8,72,1073741824,132,39,204800,72.512
779,1,8,72,1073741824,132,39,9437184,65.626
780,1,8,72,1073741824,132,64,204800,107.315
781,1,8,72,1073741824,132,64,9437184,101.75399999999999
782,1,8,72,1073741824,132,88,204800,140.308
783,1,8,72,1073741824,132,88,9437184,144.92
784,4,1,194,10485760,20,14,204800,1.5759999999999998
785,4,1,194,10485760,20,14,9437184,1.538
786,4,1,194,10485760,20,39,204800,4.17
787,4,1,194,10485760,20,39,9437184,4.275
788,4,1,194,10485760,20,64,204800,6.691
789,4,1,194,10485760,20,64,9437184,7.271
790,4,1,194,10485760,20,88,204800,9.205
791,4,1,194,10485760,20,88,9437184,9.402000000000001
792,4,1,194,10485760,58,14,204800,4.079
793,4,1,194,10485760,58,14,9437184,4.084
794,4,1,194,10485760,58,39,204800,11.592
795,4,1,194,10485760,58,39,9437184,11.193
796,4,1,194,10485760,58,64,204800,18.660999999999998
797,4,1,194,10485760,58,64,9437184,18.378
798,4,1,194,10485760,58,88,204800,24.941
799,4,1,194,10485760,58,88,9437184,25.526999999999997
800,4,1,194,10485760,95,14,204800,6.647
801,4,1,194,10485760,95,14,9437184,6.645
802,4,1,194,10485760,95,39,204800,18.982
803,4,1,194,10485760,95,39,9437184,17.53
804,4,1,194,10485760,95,64,204800,27.248
805,4,1,194,10485760,95,64,9437184,29.95
806,4,1,194,10485760,95,88,204800,38.985
807,4,1,194,10485760,95,88,9437184,38.798
808,4,1,194,10485760,132,14,204800,9.179
809,4,1,194,10485760,132,14,9437184,9.258
810,4,1,194,10485760,132,39,204800,24.476999999999997
811,4,1,194,10485760,132,39,9437184,24.954
812,4,1,194,10485760,132,64,204800,39.62
813,4,1,194,10485760,132,64,9437184,39.496
814,4,1,194,10485760,132,88,204800,49.053999999999995
815,4,1,194,10485760,132,88,9437184,52.328
816,4,1,194,1073741824,20,14,204800,2.138
817,4,1,194,1073741824,20,14,9437184,2.197
818,4,1,194,1073741824,20,39,204800,5.875
819,4,1,194,1073741824,20,39,9437184,6.178999999999999
820,4,1,194,1073741824,20,64,204800,10.127
821,4,1,194,1073741824,20,64,9437184,10.527000000000001
822,4,1,194,1073741824,20,88,204800,14.280999999999999
823,4,1,194,1073741824,20,88,9437184,14.038
824,4,1,194,1073741824,58,14,204800,6.207999999999999
825,4,1,194,1073741824,58,14,9437184,6.226
826,4,1,194,1073741824,58,39,204800,17.039
827,4,1,194,1073741824,58,39,9437184,16.292
828,4,1,194,1073741824,58,64,204800,26.186
829,4,1,194,1073741824,58,64,9437184,28.689
830,4,1,194,1073741824,58,88,204800,39.755
831,4,1,194,1073741824,58,88,9437184,35.488
832,4,1,194,1073741824,95,14,204800,9.89
833,4,1,194,1073741824,95,14,9437184,10.106
834,4,1,194,1073741824,95,39,204800,27.182
835,4,1,194,1073741824,95,39,9437184,25.535
836,4,1,194,1073741824,95,64,204800,42.428999999999995
837,4,1,194,1073741824,95,64,9437184,42.888999999999996
838,4,1,194,1073741824,95,88,204800,52.17
839,4,1,194,1073741824,95,88,9437184,59.131
840,4,1,194,1073741824,132,14,204800,13.159
841,4,1,194,1073741824,132,14,9437184,13.258
842,4,1,194,1073741824,132,39,204800,32.652
843,4,1,194,1073741824,132,39,9437184,33.242
844,4,1,194,1073741824,132,64,204800,53.818000000000005
845,4,1,194,1073741824,132,64,9437184,58.894
846,4,1,194,1073741824,132,88,204800,73.669
847,4,1,194,1073741824,132,88,9437184,76.068
848,4,1,317,10485760,20,14,204800,1.5490000000000002
849,4,1,317,10485760,20,14,9437184,1.446
850,4,1,317,10485760,20,39,204800,3.9989999999999997
851,4,1,317,10485760,20,39,9437184,3.98
852,4,1,317,10485760,20,64,204800,6.436
853,4,1,317,10485760,20,64,9437184,6.436
854,4,1,317,10485760,20,88,204800,9.067
855,4,1,317,10485760,20,88,9437184,9.016
856,4,1,317,10485760,58,14,204800,3.585
857,4,1,317,10485760,58,14,9437184,3.5810000000000004
858,4,1,317,10485760,58,39,204800,9.617
859,4,1,317,10485760,58,39,9437184,9.761000000000001
860,4,1,317,10485760,58,64,204800,15.923
861,4,1,317,10485760,58,64,9437184,15.834000000000001
862,4,1,317,10485760,58,88,204800,20.697
863,4,1,317,10485760,58,88,9437184,21.059
864,4,1,317,10485760,95,14,204800,5.5520000000000005
865,4,1,317,10485760,95,14,9437184,5.377000000000001
866,4,1,317,10485760,95,39,204800,14.319
867,4,1,317,10485760,95,39,9437184,14.697000000000001
868,4,1,317,10485760,95,64,204800,22.714000000000002
869,4,1,317,10485760,95,64,9437184,23.364
870,4,1,317,10485760,95,88,204800,31.576
871,4,1,317,10485760,95,88,9437184,31.125
872,4,1,317,10485760,132,14,204800,7.542999999999999
873,4,1,317,10485760,132,14,9437184,7.501
874,4,1,317,10485760,132,39,204800,20.428
875,4,1,317,10485760,132,39,9437184,19.618
876,4,1,317,10485760,132,64,204800,28.432
877,4,1,317,10485760,132,64,9437184,30.733
878,4,1,317,10485760,132,88,204800,41.495
879,4,1,317,10485760,132,88,9437184,43.506
880,4,1,317,1073741824,20,14,204800,2.214
881,4,1,317,1073741824,20,14,9437184,2.07
882,4,1,317,1073741824,20,39,204800,5.86
883,4,1,317,1073741824,20,39,9437184,5.816
884,4,1,317,1073741824,20,64,204800,9.69
885,4,1,317,1073741824,20,64,9437184,9.547
886,4,1,317,1073741824,20,88,204800,13.355
887,4,1,317,1073741824,20,88,9437184,13.213
888,4,1,317,1073741824,58,14,204800,5.5729999999999995
889,4,1,317,1073741824,58,14,9437184,5.53
890,4,1,317,1073741824,58,39,204800,14.912
891,4,1,317,1073741824,58,39,9437184,15.048
892,4,1,317,1073741824,58,64,204800,24.462
893,4,1,317,1073741824,58,64,9437184,25.543000000000003
894,4,1,317,1073741824,58,88,204800,35.43
895,4,1,317,1073741824,58,88,9437184,33.863
896,4,1,317,1073741824,95,14,204800,15.622
897,4,1,317,1073741824,95,14,9437184,15.765999999999998
898,4,1,317,1073741824,95,39,204800,40.885999999999996
899,4,1,317,1073741824,95,39,9437184,42.931000000000004
900,4,1,317,1073741824,95,64,204800,71.512
901,4,1,317,1073741824,95,64,9437184,35.616
902,4,1,317,1073741824,95,88,204800,46.632
903,4,1,317,1073741824,95,88,9437184,50.272
904,4,1,317,1073741824,132,14,204800,11.638
905,4,1,317,1073741824,132,14,9437184,12.264000000000001
906,4,1,317,1073741824,132,39,204800,32.149
907,4,1,317,1073741824,132,39,9437184,31.054000000000002
908,4,1,317,1073741824,132,64,204800,50.315
909,4,1,317,1073741824,132,64,9437184,53.398999999999994
910,4,1,317,1073741824,132,88,204800,64.225
911,4,1,317,1073741824,132,88,9437184,68.205
912,4,1,439,10485760,20,14,204800,1.5630000000000002
913,4,1,439,10485760,20,14,9437184,1.44
914,4,1,439,10485760,20,39,204800,4.013
915,4,1,439,10485760,20,39,9437184,3.9210000000000003
916,4,1,439,10485760,20,64,204800,6.604
917,4,1,439,10485760,20,64,9437184,6.443
918,4,1,439,10485760,20,88,204800,8.838
919,4,1,439,10485760,20,88,9437184,8.863999999999999
920,4,1,439,10485760,58,14,204800,3.6660000000000004
921,4,1,439,10485760,58,14,9437184,3.661
922,4,1,439,10485760,58,39,204800,10.005
923,4,1,439,10485760,58,39,9437184,9.91
924,4,1,439,10485760,58,64,204800,15.222000000000001
925,4,1,439,10485760,58,64,9437184,15.475
926,4,1,439,10485760,58,88,204800,21.28
927,4,1,439,10485760,58,88,9437184,21.083000000000002
928,4,1,439,10485760,95,14,204800,5.391
929,4,1,439,10485760,95,14,9437184,5.577999999999999
930,4,1,439,10485760,95,39,204800,14.398
931,4,1,439,10485760,95,39,9437184,14.402000000000001
932,4,1,439,10485760,95,64,204800,22.487
933,4,1,439,10485760,95,64,9437184,22.976999999999997
934,4,1,439,10485760,95,88,204800,31.276
935,4,1,439,10485760,95,88,9437184,31.456
936,4,1,439,10485760,132,14,204800,7.473
937,4,1,439,10485760,132,14,9437184,7.598
938,4,1,439,10485760,132,39,204800,20.423
939,4,1,439,10485760,132,39,9437184,18.951
940,4,1,439,10485760,132,64,204800,30.971
941,4,1,439,10485760,132,64,9437184,31.035
942,4,1,439,10485760,132,88,204800,40.554
943,4,1,439,10485760,132,88,9437184,39.692
944,4,1,439,1073741824,20,14,204800,2.1790000000000003
945,4,1,439,1073741824,20,14,9437184,2.085
946,4,1,439,1073741824,20,39,204800,5.9510000000000005
947,4,1,439,1073741824,20,39,9437184,5.871
948,4,1,439,1073741824,20,64,204800,10.254000000000001
949,4,1,439,1073741824,20,64,9437184,9.541
950,4,1,439,1073741824,20,88,204800,13.366
951,4,1,439,1073741824,20,88,9437184,13.231
952,4,1,439,1073741824,58,14,204800,5.922000000000001
953,4,1,439,1073741824,58,14,9437184,5.566
954,4,1,439,1073741824,58,39,204800,15.408
955,4,1,439,1073741824,58,39,9437184,15.282
956,4,1,439,1073741824,58,64,204800,24.266
957,4,1,439,1073741824,58,64,9437184,23.52
958,4,1,439,1073741824,58,88,204800,31.958000000000002
959,4,1,439,1073741824,58,88,9437184,31.127
960,4,1,439,1073741824,95,14,204800,8.79
961,4,1,439,1073741824,95,14,9437184,8.74
962,4,1,439,1073741824,95,39,204800,22.919
963,4,1,439,1073741824,95,39,9437184,24.52
964,4,1,439,1073741824,95,64,204800,35.75
965,4,1,439,1073741824,95,64,9437184,36.711
966,4,1,439,1073741824,95,88,204800,49.446000000000005
967,4,1,439,1073741824,95,88,9437184,49.507
968,4,1,439,1073741824,132,14,204800,11.658
969,4,1,439,1073741824,132,14,9437184,11.854000000000001
970,4,1,439,1073741824,132,39,204800,31.059
971,4,1,439,1073741824,132,39,9437184,32.28
972,4,1,439,1073741824,132,64,204800,44.62
973,4,1,439,1073741824,132,64,9437184,41.644
974,4,1,439,1073741824,132,88,204800,64.44
975,4,1,439,1073741824,132,88,9437184,68.00399999999999
976,4,1,72,10485760,20,14,204800,3.951
977,4,1,72,10485760,20,14,9437184,3.8710000000000004
978,4,1,72,10485760,20,39,204800,10.743
979,4,1,72,10485760,20,39,9437184,10.581
980,4,1,72,10485760,20,64,204800,17.762999999999998
981,4,1,72,10485760,20,64,9437184,17.67
982,4,1,72,10485760,20,88,204800,23.875999999999998
983,4,1,72,10485760,20,88,9437184,24.316
984,4,1,72,10485760,58,14,204800,10.7
985,4,1,72,10485760,58,14,9437184,10.895999999999999
986,4,1,72,10485760,58,39,204800,30.397
987,4,1,72,10485760,58,39,9437184,29.574
988,4,1,72,10485760,58,64,204800,48.356
989,4,1,72,10485760,58,64,9437184,48.541000000000004
990,4,1,72,10485760,58,88,204800,56.538000000000004
991,4,1,72,10485760,58,88,9437184,59.45399999999999
992,4,1,72,10485760,95,14,204800,17.688
993,4,1,72,10485760,95,14,9437184,17.28
994,4,1,72,10485760,95,39,204800,46.768
995,4,1,72,10485760,95,39,9437184,43.386
996,4,1,72,10485760,95,64,204800,66.554
997,4,1,72,10485760,95,64,9437184,69.04899999999999
998,4,1,72,10485760,95,88,204800,62.303999999999995
999,4,1,72,10485760,95,88,9437184,94.995
1000,4,1,72,10485760,132,14,204800,24.451
1001,4,1,72,10485760,132,14,9437184,23.443
1002,4,1,72,10485760,132,39,204800,65.38600000000001
1003,4,1,72,10485760,132,39,9437184,60.725
1004,4,1,72,10485760,132,64,204800,99.13799999999999
1005,4,1,72,10485760,132,64,9437184,101.124
1006,4,1,72,10485760,132,88,204800,124.285
1007,4,1,72,10485760,132,88,9437184,123.71700000000001
1008,4,1,72,1073741824,20,14,204800,4.428999999999999
1009,4,1,72,1073741824,20,14,9437184,4.322
1010,4,1,72,1073741824,20,39,204800,11.873
1011,4,1,72,1073741824,20,39,9437184,12.214
1012,4,1,72,1073741824,20,64,204800,20.404
1013,4,1,72,1073741824,20,64,9437184,19.852999999999998
1014,4,1,72,1073741824,20,88,204800,26.871
1015,4,1,72,1073741824,20,88,9437184,27.1
1016,4,1,72,1073741824,58,14,204800,12.497
1017,4,1,72,1073741824,58,14,9437184,12.157
1018,4,1,72,1073741824,58,39,204800,31.766
1019,4,1,72,1073741824,58,39,9437184,30.326999999999998
1020,4,1,72,1073741824,58,64,204800,53.281000000000006
1021,4,1,72,1073741824,58,64,9437184,50.25899999999999
1022,4,1,72,1073741824,58,88,204800,65.217
1023,4,1,72,1073741824,58,88,9437184,67.268
1024,4,1,72,1073741824,95,14,204800,18.688
1025,4,1,72,1073741824,95,14,9437184,19.995
1026,4,1,72,1073741824,95,39,204800,56.931999999999995
1027,4,1,72,1073741824,95,39,9437184,53.911
1028,4,1,72,1073741824,95,64,204800,83.34200000000001
1029,4,1,72,1073741824,95,64,9437184,74.464
1030,4,1,72,1073741824,95,88,204800,102.83
1031,4,1,72,1073741824,95,88,9437184,99.163
1032,4,1,72,1073741824,132,14,204800,25.956
1033,4,1,72,1073741824,132,14,9437184,27.767
1034,4,1,72,1073741824,132,39,204800,70.984
1035,4,1,72,1073741824,132,39,9437184,68.868
1036,4,1,72,1073741824,132,64,204800,90.209
1037,4,1,72,1073741824,132,64,9437184,110.617
1038,4,1,72,1073741824,132,88,204800,137.41
1039,4,1,72,1073741824,132,88,9437184,145.134
1040,4,8,194,10485760,20,14,204800,1.577
1041,4,8,194,10485760,20,14,9437184,1.496
1042,4,8,194,10485760,20,39,204800,4.303
1043,4,8,194,10485760,20,39,9437184,4.064
1044,4,8,194,10485760,20,64,204800,7.202000000000001
1045,4,8,194,10485760,20,64,9437184,6.7010000000000005
1046,4,8,194,10485760,20,88,204800,9.436
1047,4,8,194,10485760,20,88,9437184,9.189
1048,4,8,194,10485760,58,14,204800,4.021
1049,4,8,194,10485760,58,14,9437184,4.022
1050,4,8,194,10485760,58,39,204800,11.264000000000001
1051,4,8,194,10485760,58,39,9437184,11.357000000000001
1052,4,8,194,10485760,58,64,204800,19.14
1053,4,8,194,10485760,58,64,9437184,18.061
1054,4,8,194,10485760,58,88,204800,25.648000000000003
1055,4,8,194,10485760,58,88,9437184,25.642
1056,4,8,194,10485760,95,14,204800,6.686
1057,4,8,194,10485760,95,14,9437184,6.812
1058,4,8,194,10485760,95,39,204800,17.831
1059,4,8,194,10485760,95,39,9437184,18.254
1060,4,8,194,10485760,95,64,204800,29.11
1061,4,8,194,10485760,95,64,9437184,29.88
1062,4,8,194,10485760,95,88,204800,39.056
1063,4,8,194,10485760,95,88,9437184,40.236
1064,4,8,194,10485760,132,14,204800,9.199
1065,4,8,194,10485760,132,14,9437184,9.169
1066,4,8,194,10485760,132,39,204800,25.186
1067,4,8,194,10485760,132,39,9437184,23.909000000000002
1068,4,8,194,10485760,132,64,204800,66.938
1069,4,8,194,10485760,132,64,9437184,58.138999999999996
1070,4,8,194,10485760,132,88,204800,49.076
1071,4,8,194,10485760,132,88,9437184,54.324
1072,4,8,194,1073741824,20,14,204800,2.229
1073,4,8,194,1073741824,20,14,9437184,2.085
1074,4,8,194,1073741824,20,39,204800,5.981
1075,4,8,194,1073741824,20,39,9437184,5.916
1076,4,8,194,1073741824,20,64,204800,9.962
1077,4,8,194,1073741824,20,64,9437184,9.78
1078,4,8,194,1073741824,20,88,204800,13.529000000000002
1079,4,8,194,1073741824,20,88,9437184,13.501
1080,4,8,194,1073741824,58,14,204800,5.922999999999999
1081,4,8,194,1073741824,58,14,9437184,5.95
1082,4,8,194,1073741824,58,39,204800,16.021
1083,4,8,194,1073741824,58,39,9437184,17.057000000000002
1084,4,8,194,1073741824,58,64,204800,24.824
1085,4,8,194,1073741824,58,64,9437184,26.208000000000002
1086,4,8,194,1073741824,58,88,204800,35.226
1087,4,8,194,1073741824,58,88,9437184,35.47
1088,4,8,194,1073741824,95,14,204800,9.679
1089,4,8,194,1073741824,95,14,9437184,9.324
1090,4,8,194,1073741824,95,39,204800,26.185
1091,4,8,194,1073741824,95,39,9437184,26.057
1092,4,8,194,1073741824,95,64,204800,40.111
1093,4,8,194,1073741824,95,64,9437184,41.208
1094,4,8,194,1073741824,95,88,204800,52.315
1095,4,8,194,1073741824,95,88,9437184,52.368
